Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
Pengguna RT,1,0,0,1,0,0,0,0,1,0,0,1,,[]
"Kalau negara mau aman, syaratnya cm 1... Singkirkan Jokowi!!! Jaga NKRI dan selamatkan negara ini!!! .PENGGUNA PENGGUNA",1,0,1,0,0,0,0,0,1,0,0,1,negara aman syarat 1 singkir jokowi jaga negara republik indonesia selamat negara,"['negara', 'aman', 'syarat', '1', 'singkir', 'jokowi', 'jaga', 'negara', 'republik', 'indonesia', 'selamat', 'negara']"
Usir umat Buddha Indonesia jika tetap diam menyaksikan pembantaian ini. URL,1,0,0,1,1,0,0,0,0,0,0,1,usir umat buddha indonesia diam saksi bantai uniform resource locator,"['usir', 'umat', 'buddha', 'indonesia', 'diam', 'saksi', 'bantai', 'uniform', 'resource', 'locator']"
"Kenapa tidak sekaligus minta pencopotan Jokowi, biar dianggap BODOH!!!",1,1,1,0,0,0,0,0,1,0,0,1,copot jokowi biar anggap bodoh,"['copot', 'jokowi', 'biar', 'anggap', 'bodoh']"
Yup... Negara ini tidak pantas dipimpin oleh orang yang tidak paham cara mengatur negara dengan baik hingga menjatuhkan Jokowi.,1,0,1,0,0,0,0,0,1,0,0,1,iya negara pimpin orang paham atur negara jatuh jokowi,"['iya', 'negara', 'pimpin', 'orang', 'paham', 'atur', 'negara', 'jatuh', 'jokowi']"
"USER Pantas Dibubarkan, Ayo Adakan Referendum Rakyat Bubarkan DPR.",1,0,0,1,0,0,0,0,1,0,0,1,bubar ayo adakan referendum rakyat bubar dewan wakil rakyat,"['bubar', 'ayo', 'adakan', 'referendum', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat']"
"USER Syarwan Hamid sangat marah!!; ; “Saya kira Presiden dan jajarannya berpotensi menjadi Pengkhianat Negara! Terkutuklah kalian jika di kemudian hari terjadi bencana di negeri ini!""; ; USER; USER; USER; USER; USER; USER; USER; USER; ;",1,0,0,1,0,0,0,0,1,0,0,1,seriawan hamid marah presiden jajar potensi penghianat negara kutuk bencana negeri,"['seriawan', 'hamid', 'marah', 'presiden', 'jajar', 'potensi', 'penghianat', 'negara', 'kutuk', 'bencana', 'negeri']"
"Allah SWT Tak Paham Toleransi Harus Dibuang PENGGUNA Mau Belajar Toleransi & Keindonesiaan, Ikuti SabangMerauke 2016",1,1,0,1,1,0,0,0,0,0,0,1,allah subhanahu wa taala paham toleransi buang ajar toleransi indonesia sabang merauke 2016,"['allah', 'subhanahu', 'wa', 'taala', 'paham', 'toleransi', 'buang', 'ajar', 'toleransi', 'indonesia', 'sabang', 'merauke', '2016']"
"Setuju... Usir saja yang keturunan Arab, India, dan China, termasuk Anda Zul. URL",1,0,0,1,0,1,0,0,0,0,0,1,tuju usir turun arab india cina masuk zul uniform resource locator,"['tuju', 'usir', 'turun', 'arab', 'india', 'cina', 'masuk', 'zul', 'uniform', 'resource', 'locator']"
GANYANG PKI wajib menjaga NKRI dan URL Pancasila,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia wajib jaga negara republik indonesia uniform resource locator pancasila,"['ganyang', 'partai', 'komunis', 'indonesia', 'wajib', 'jaga', 'negara', 'republik', 'indonesia', 'uniform', 'resource', 'locator', 'pancasila']"
"Siap-siap... jadi jangan tunggu tahun 2019, lebih baik segera singkirkan Jokowi... sebelum negara ini berantakan",1,0,1,0,0,0,0,0,1,0,0,1,tunggu 2019 singkir jokowi negara beranta,"['tunggu', '2019', 'singkir', 'jokowi', 'negara', 'beranta']"
PENGGUNA Hancurkan PDIP...dan antek-anteknya...sekelompok kafir munafik...',1,1,0,1,1,0,0,0,0,0,0,1,hancur partai demokrasi indonesia juang antek antek kelompok kafir munafik,"['hancur', 'partai', 'demokrasi', 'indonesia', 'juang', 'antek', 'antek', 'kelompok', 'kafir', 'munafik']"
Hancurkan PKI..!! Perang terbuka antara generasi PKI dengan masyarakat Islam..!!,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia perang buka generasi partai komunis indonesia masyarakat islam,"['hancur', 'partai', 'komunis', 'indonesia', 'perang', 'buka', 'generasi', 'partai', 'komunis', 'indonesia', 'masyarakat', 'islam']"
SEGERA Usir Orang Tionghoa dari Indonesia!!!!! SAATNYA INDONESIA MEMERINTAH DAN BEBAS DARI KEKUASAAN KOLONIAL,1,0,0,1,0,1,0,0,0,0,0,1,usir orang tionghoa indonesia indonesia perintah bebas kuasa kolonial,"['usir', 'orang', 'tionghoa', 'indonesia', 'indonesia', 'perintah', 'bebas', 'kuasa', 'kolonial']"
"Usir saja China dari Indonesia, hancurkan bangsa ini. URL",1,0,0,1,0,1,0,0,0,0,0,1,usir cina indonesia hancur bangsa uniform resource locator,"['usir', 'cina', 'indonesia', 'hancur', 'bangsa', 'uniform', 'resource', 'locator']"
Dikelilingi Kantor LBH Jakarta,1,0,0,1,0,0,0,0,1,0,0,1,keliling kantor jaka a,"['keliling', 'kantor', 'jaka', 'a']"
RT USER: Iya... Ahog tak layak jadi pemimpin... Pantas saja penghujat dipenjara!!! https:\/\/t.co\/YhhO40QWXS,1,1,1,0,0,0,0,0,1,0,0,1,iya ahok layak pimpin hujat penjara hypertext transfer protocol over secure socket layer t co yhho40qwxs,"['iya', 'ahok', 'layak', 'pimpin', 'hujat', 'penjara', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'yhho40qwxs']"
"Hati-hati! Kali ini Ahmadiyah akan kita usir, lalu umat Kristiani, disusul Budha, Hindu, dan Sunni juga akan diusir...",1,0,0,1,1,0,0,0,0,0,0,1,hati hati kali ahmadiyah usir umat kristiani susul buddha hindu sunni usir,"['hati', 'hati', 'kali', 'ahmadiyah', 'usir', 'umat', 'kristiani', 'susul', 'buddha', 'hindu', 'sunni', 'usir']"
Pemerintah sebaiknya tidak memihak Bastian. Kami akan pecat Jokowi jika tidak ikut dan menghalangi Aksi Bela Islam,1,0,1,0,0,0,0,0,1,0,0,1,perintah bastian pecat jokowi halang aksi bela islam,"['perintah', 'bastian', 'pecat', 'jokowi', 'halang', 'aksi', 'bela', 'islam']"
"Tanu baru saja mengusirnya, bukankah dia orang Cina?",1,0,1,0,0,1,0,0,0,0,0,1,tanu usir orang cina,"['tanu', 'usir', 'orang', 'cina']"
Butuh waktu lama untuk berperang dengan China atau mengusir China dari tanah Indonesia,1,0,0,1,0,1,0,0,0,0,0,1,butuh perang cina usir cina tanah indonesia,"['butuh', 'perang', 'cina', 'usir', 'cina', 'tanah', 'indonesia']"
"Atau jika tidak, Fahri Hamzah akan didepak dari DPR",1,0,1,0,0,0,0,0,1,0,0,1,fahri hamzah depak dewan wakil rakyat,"['fahri', 'hamzah', 'depak', 'dewan', 'wakil', 'rakyat']"
Komite Pemberantasan Korupsi?? Bubar!!!,1,0,0,1,0,0,0,0,1,0,0,1,komite berantas korupsi bubar,"['komite', 'berantas', 'korupsi', 'bubar']"
"Saya masih percaya dengan China, saya heran... semua pejabat di Indonesia sama, China bajingan dan Kristen. tegakkan syariat Islam, usir orang Tionghoa.",1,1,0,1,1,1,0,0,0,0,0,1,percaya cina heran jabat indonesia cina bajing kristen tegak syariat islam usir orang tionghoa,"['percaya', 'cina', 'heran', 'jabat', 'indonesia', 'cina', 'bajing', 'kristen', 'tegak', 'syariat', 'islam', 'usir', 'orang', 'tionghoa']"
HANCURKAN PKI?rasakan URL-nya,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia uniform resource locator nya,"['hancur', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'nya']"
Singkirkan rezim Jokowi secepatnya agar negara tidak semakin terpuruk dan berantakan,1,0,1,0,0,0,0,0,1,0,0,1,singkir rezim jokowi cepat negara puruk beranta,"['singkir', 'rezim', 'jokowi', 'cepat', 'negara', 'puruk', 'beranta']"
"USER Pak USER mengartikan Ijab dan Qabul sebagai Akad Nikah yang baik, dalam konteks meniadakan ajaran Islam",1,0,0,1,1,0,0,0,0,0,0,1,menga ikan ijab kabul akad nikah konteks tiada ajar islam,"['menga', 'ikan', 'ijab', 'kabul', 'akad', 'nikah', 'konteks', 'tiada', 'ajar', 'islam']"
"Ingin Ahok keluar dari penjara? Jangan demo rutan, tapi demokan Jokowi minta amnesti atau grasi. Jika tidak dikabulkan, hapus Ucapan Selamat 2 Tahun untuk Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,ahok penjara demo rumah tahan demo jokowi amnesti grasi kabul hapus selamat 2 jokowi,"['ahok', 'penjara', 'demo', 'rumah', 'tahan', 'demo', 'jokowi', 'amnesti', 'grasi', 'kabul', 'hapus', 'selamat', '2', 'jokowi']"
"Mari kita lawan dan hancurkan rezim antek komunis Tiongkok, KopLaks!!!",1,1,1,0,0,1,0,0,0,0,0,1,mari lawan hancur rezim antek komunis tiongkok kocak,"['mari', 'lawan', 'hancur', 'rezim', 'antek', 'komunis', 'tiongkok', 'kocak']"
"Semakin nakal polisi dengan kasus palsu, semakin kuat minat umat Islam untuk menggulingkan Jokowi pada tahun 2019...",1,0,1,0,0,0,0,0,1,0,0,1,nakal polisi palsu kuat minat umat islam guling jokowi 2019,"['nakal', 'polisi', 'palsu', 'kuat', 'minat', 'umat', 'islam', 'guling', 'jokowi', '2019']"
RT USER Usir Duta Besar Myanmar,1,0,1,0,0,1,0,0,0,0,0,1,usir duta myanmar,"['usir', 'duta', 'myanmar']"
PENGGUNA PENGGUNA tangkap bajingan ini segera!! URL,1,1,1,0,0,0,0,0,1,0,0,1,tangkap bajing uniform resource locator,"['tangkap', 'bajing', 'uniform', 'resource', 'locator']"
SaveKPK USER Tolak Rekomendasi & Bubarkan Pansus Angket KPK! - Tandatangani petisi! URL via USER,1,0,0,1,0,0,0,0,1,0,0,1,save komisi berantas korupsi tolak rekomendasi bubar panitia khusus angket komisi berantas korupsi tanda tangan petisi uniform resource locator via,"['save', 'komisi', 'berantas', 'korupsi', 'tolak', 'rekomendasi', 'bubar', 'panitia', 'khusus', 'angket', 'komisi', 'berantas', 'korupsi', 'tanda', 'tangan', 'petisi', 'uniform', 'resource', 'locator', 'via']"
PENGGUNA Tangkap pelaku penistaan ​​agama yang menistakan kitab suci semua agama,1,0,1,0,1,0,0,0,0,0,0,1,tangkap laku nista agama nista kitab suci agama,"['tangkap', 'laku', 'nista', 'agama', 'nista', 'kitab', 'suci', 'agama']"
"RT USER USER Semakin KPK menangkap Koruptor, semakin menunjukkan kegagalan KPK. Bubarkan dan serahkan aparat kepolisian dan kejaksaan",1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi tangkap koruptor gagal komisi berantas korupsi bubar serah aparat polisi jaksa,"['komisi', 'berantas', 'korupsi', 'tangkap', 'koruptor', 'gagal', 'komisi', 'berantas', 'korupsi', 'bubar', 'serah', 'aparat', 'polisi', 'jaksa']"
HANCURKAN PKI,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia,"['hancur', 'partai', 'komunis', 'indonesia']"
TERNYATA JOKOWI KOMUNIS!!!! TURUN!!!! URL,1,0,1,0,0,1,0,0,0,0,0,1,nyata jokowi komunis turun uniform resource locator,"['nyata', 'jokowi', 'komunis', 'turun', 'uniform', 'resource', 'locator']"
USER USER HTI dan Wahhabisme mungkin layak dibubarkan,1,0,0,1,1,0,0,0,0,0,0,1,hati wahhabisme layak bubar,"['hati', 'wahhabisme', 'layak', 'bubar']"
RT USER USER USER USER USER USER USER USER Hajar Jokowii,1,0,1,0,0,0,0,0,1,0,0,1,hajar jokowi,"['hajar', 'jokowi']"
Saya keberatan diwakili Setya Novanto di DPR-RI. Memecat Setya Novanto dari DPR-RI.,1,0,1,0,0,0,0,0,1,0,0,1,berat wakil setya novanto dewan wakil rakyat ri pecat setya novanto dewan wakil rakyat ri,"['berat', 'wakil', 'setya', 'novanto', 'dewan', 'wakil', 'rakyat', 'ri', 'pecat', 'setya', 'novanto', 'dewan', 'wakil', 'rakyat', 'ri']"
RT USER : Betul..... PKI itu Jombi yang mengancam NKRI. Dan hanya umat Islam yang mampu mengalahkan URL PKI,1,0,0,1,0,1,0,0,0,0,0,1,partai komunis indonesia zombi ancam negara republik indonesia umat islam kalah uniform resource locator partai komunis indonesia,"['partai', 'komunis', 'indonesia', 'zombi', 'ancam', 'negara', 'republik', 'indonesia', 'umat', 'islam', 'kalah', 'uniform', 'resource', 'locator', 'partai', 'komunis', 'indonesia']"
"Jika istana dikuasai komunis, apa yang harus dilakukan rakyat? menggulingkan diktator rakyat Jokowi dengan URL TNI",1,0,1,0,0,0,0,0,1,0,0,1,istana asai komunis laku rakyat guling diktator rakyat jokowi uniform resource locator tentara nasional indonesia,"['istana', 'asai', 'komunis', 'laku', 'rakyat', 'guling', 'diktator', 'rakyat', 'jokowi', 'uniform', 'resource', 'locator', 'tentara', 'nasional', 'indonesia']"
Namun massa terus melakukan provokasi dengan meneriakkan “Hancurkan PKI!”,1,0,0,1,0,0,0,0,1,0,0,1,massa laku provokasi teriak hancur partai komunis indonesia,"['massa', 'laku', 'provokasi', 'teriak', 'hancur', 'partai', 'komunis', 'indonesia']"
PENGGUNA Rezim Anti-Islam! Ayo 2019!,1,0,1,0,1,0,0,0,0,0,0,1,rezim anti islam ayo 2019,"['rezim', 'anti', 'islam', 'ayo', '2019']"
"USER USER Kalau ngaku negara demokratis, bubarkan KPK!!",1,0,0,1,0,0,0,0,1,0,0,1,negara demokratis bubar komisi berantas korupsi,"['negara', 'demokratis', 'bubar', 'komisi', 'berantas', 'korupsi']"
USER USER Bubarkan acara PKI!!!!,1,0,0,1,0,1,0,0,0,0,0,1,bubar acara partai komunis indonesia,"['bubar', 'acara', 'partai', 'komunis', 'indonesia']"
PENGGUNA Ormas perusak NKRI harus dibubarkan. !! Masih ingat PKI??,1,0,0,1,0,0,0,0,1,0,0,1,organisasi masyarakat usak negara republik indonesia bubar partai komunis indonesia,"['organisasi', 'masyarakat', 'usak', 'negara', 'republik', 'indonesia', 'bubar', 'partai', 'komunis', 'indonesia']"
Gulingkan Jokowi Secara Radikal Singkirkan JOKOWI,1,0,1,0,0,0,0,0,1,0,0,1,guling jokowi radikal singkir jokowi,"['guling', 'jokowi', 'radikal', 'singkir', 'jokowi']"
AHOKER CINA SEKARANG TELANJANG & AKAN MEMBAYAR ALAT TRADISIONAL + KORUPSI UNTUK LEGALISASI KEGIATANNYA CHINA = BANGSA DI INDONESIA BUKAN SUKU YANG MEMBUKA CHINA,1,0,0,1,0,1,0,0,0,0,0,1,ahoker cina telanjang bayar alat tradisional korupsi legalisasi giat cina bangsa indonesia suku buka cina,"['ahoker', 'cina', 'telanjang', 'bayar', 'alat', 'tradisional', 'korupsi', 'legalisasi', 'giat', 'cina', 'bangsa', 'indonesia', 'suku', 'buka', 'cina']"
"Tiongkok, tinggalkan kakimu dari istana!",1,0,0,1,0,1,0,0,0,0,0,1,tiongkok tinggal kaki istana,"['tiongkok', 'tinggal', 'kaki', 'istana']"
"Hapus saja, bila perlu, pukul jika terbukti mendukung radikalisme.",1,0,1,0,0,0,0,0,1,0,0,1,hapus bukti dukung radikalisme,"['hapus', 'bukti', 'dukung', 'radikalisme']"
menurut TAP MPRS dia harus dipecat...kalau jokowi diam...maka jokowi pelanggar TAP MPRS! layak untuk digulingkan! kalau MPR takut... 98 ULANGI,1,0,1,0,0,0,0,0,1,0,0,1,tap majelis musyawarat rakyat pecat jokowi diam jokowi langgar tap majelis musyawarat rakyat layak guling majelis musyawarat rakyat takut 98 ulang,"['tap', 'majelis', 'musyawarat', 'rakyat', 'pecat', 'jokowi', 'diam', 'jokowi', 'langgar', 'tap', 'majelis', 'musyawarat', 'rakyat', 'layak', 'guling', 'majelis', 'musyawarat', 'rakyat', 'takut', '98', 'ulang']"
RT USER: USER USER USER Hapus PDI P karena PDI P merupakan perubahan nama dari PKI,1,0,0,1,0,1,0,0,0,0,0,1,hapus partai demokrasi indonesia p partai demokrasi indonesia p rupa ubah nama partai komunis indonesia,"['hapus', 'partai', 'demokrasi', 'indonesia', 'p', 'partai', 'demokrasi', 'indonesia', 'p', 'rupa', 'ubah', 'nama', 'partai', 'komunis', 'indonesia']"
2019 Ganti Presiden_Yang suka menebar janji akan mengundurkan diri',1,0,1,0,0,0,0,0,1,0,0,1,2019 ganti presiden suka tebar janji undur,"['2019', 'ganti', 'presiden', 'suka', 'tebar', 'janji', 'undur']"
"Wah, dimana ini? Sehingga disepakati bahwa Tiongkok perlu diusir dari negara ini",1,0,0,1,0,1,0,0,0,0,0,1,pakat tiongkok usir negara,"['pakat', 'tiongkok', 'usir', 'negara']"
Undangan untuk mendesak pemerintah mengeluarkan peraturan perundang-undangan Islam yang dilarang di Indonesia. USER mendapat salam dari USER tuan,1,0,0,1,1,0,0,0,0,0,0,1,undang desak perintah atur undang undang islam larang indonesia salam tuan,"['undang', 'desak', 'perintah', 'atur', 'undang', 'undang', 'islam', 'larang', 'indonesia', 'salam', 'tuan']"
menggulingkan Jokowi. buktikan kalau kamu suka toilet. ha ha ha,1,1,1,0,0,0,0,0,1,0,0,1,guling jokowi bukti suka toilet,"['guling', 'jokowi', 'bukti', 'suka', 'toilet']"
Ratusan Ormas Islam Serang LBH Jakarta: Hancurkan PKI!,1,0,0,1,0,1,0,0,0,0,0,1,ratus organisasi masyarakat islam serang jaka a hancur partai komunis indonesia,"['ratus', 'organisasi', 'masyarakat', 'islam', 'serang', 'jaka', 'a', 'hancur', 'partai', 'komunis', 'indonesia']"
mengusir umat Buddha Myanmar dari URL tanah Indonesia,1,0,0,1,1,1,0,0,0,0,0,1,usir umat buddha myanmar uniform resource locator tanah indonesia,"['usir', 'umat', 'buddha', 'myanmar', 'uniform', 'resource', 'locator', 'tanah', 'indonesia']"
"Fahri Hamzah membela Prabowo terkait bantuan pemerintah Jokowi kepada Rohingya. Bubarkan PKI, bubarkan PKI",1,0,0,1,0,1,0,0,0,0,0,1,fahri hamzah bela prabowo kait bantu perintah jokowi rohingya bubar partai komunis indonesia bubar partai komunis indonesia,"['fahri', 'hamzah', 'bela', 'prabowo', 'kait', 'bantu', 'perintah', 'jokowi', 'rohingya', 'bubar', 'partai', 'komunis', 'indonesia', 'bubar', 'partai', 'komunis', 'indonesia']"
SELAMA REZIM JOKOWI TIDAK JATUH MAKA KEADILAN HANYA UNTUK PENGUASA. SATU-SATUNYA CARA MENGHAPUS JOKOWI.,1,0,1,0,0,0,0,0,1,0,0,1,rezim jokowi jatuh adil kuasa hapus jokowi,"['rezim', 'jokowi', 'jatuh', 'adil', 'kuasa', 'hapus', 'jokowi']"
"RT USER USER Bubarkan saja DPR, korupsi pasti berhenti",1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat korupsi henti,"['bubar', 'dewan', 'wakil', 'rakyat', 'korupsi', 'henti']"
RT PKI atau PENGGUNA Khilafah sama-sama anti Pancasila... Bubarkan dan tangkap DPR yang mendukungnya...,1,0,0,1,0,0,0,0,1,0,0,1,partai komunis indonesia khilafah anti pancasila bubar tangkap dewan wakil rakyat dukung,"['partai', 'komunis', 'indonesia', 'khilafah', 'anti', 'pancasila', 'bubar', 'tangkap', 'dewan', 'wakil', 'rakyat', 'dukung']"
Itulah Menteri Perdagangan Tiongkok... yang selama ini tinggal dan mencari nafkah di Indonesia namun masih ingin mencari masalah dengan penduduk pribumi. Usir dia dari Republik Indonesia...,1,0,1,0,0,1,0,0,0,0,0,1,menteri dagang tiongkok tinggal cari nafkah indonesia cari duduk pribumi usir republik indonesia,"['menteri', 'dagang', 'tiongkok', 'tinggal', 'cari', 'nafkah', 'indonesia', 'cari', 'duduk', 'pribumi', 'usir', 'republik', 'indonesia']"
RT USER USER Umat Islam dibutuhkan hanya saat pemilu... setelah itu mereka diinjak-injak. Mari kita masukkan partai politik dan rezim yang anti-Islam ke dalam daftar hitam.,1,0,0,1,1,0,0,0,0,0,0,1,umat islam butuh pilih injak injak mari masuk ai politik rezim anti islam daftar hitam,"['umat', 'islam', 'butuh', 'pilih', 'injak', 'injak', 'mari', 'masuk', 'ai', 'politik', 'rezim', 'anti', 'islam', 'daftar', 'hitam']"
Pengguna RT,1,0,0,1,0,0,0,0,1,0,0,1,,[]
Tangkap Ahok dan kelompoknya yang memalsukan e-KTP karena mengkhianati bangsa dan negara,1,0,0,1,0,0,0,0,1,0,0,1,tangkap ahok kelompok palsu e kartu tanda duduk khianat bangsa negara,"['tangkap', 'ahok', 'kelompok', 'palsu', 'e', 'kartu', 'tanda', 'duduk', 'khianat', 'bangsa', 'negara']"
Penangkapan Ahok oleh masyarakat bersama FPI Indonesia akan hancur tanpa adanya ulama.,1,0,1,0,0,0,0,0,1,0,0,1,tangkap ahok masyarakat front bela islam indonesia hancur ulama,"['tangkap', 'ahok', 'masyarakat', 'front', 'bela', 'islam', 'indonesia', 'hancur', 'ulama']"
"Nampaknya kini NKRI ingin dijadikan seperti KOREA UTARA oleh rezim Jokowi! Blokir Jokowi, hapus Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,nampaknya negara republik indonesia sepe i korea utara rezim jokowi blokir jokowi hapus jokowi,"['nampaknya', 'negara', 'republik', 'indonesia', 'sepe', 'i', 'korea', 'utara', 'rezim', 'jokowi', 'blokir', 'jokowi', 'hapus', 'jokowi']"
"SELAMATKAN INDONESIA! Ayo, penjarakan aku! gulingkan jokowi!",1,0,1,0,0,0,0,0,1,0,0,1,selamat indonesia ayo penjara guling jokowi,"['selamat', 'indonesia', 'ayo', 'penjara', 'guling', 'jokowi']"
USER USER LARUTKAN KPK!!,1,0,0,1,0,0,0,0,1,0,0,1,larut komisi berantas korupsi,"['larut', 'komisi', 'berantas', 'korupsi']"
Keputusan PENGGUNA...bubarkan DPR...,1,0,0,1,0,0,0,0,1,0,0,1,putus bubar dewan wakil rakyat,"['putus', 'bubar', 'dewan', 'wakil', 'rakyat']"
"Pengusaha China: Kalau Reklamasi Pulau G Dibatalkan, Jokowi Akan Kita Singkirkan! URL",1,0,1,0,0,0,0,0,1,0,0,1,usaha cina reklamasi pulau batal jokowi singkir uniform resource locator,"['usaha', 'cina', 'reklamasi', 'pulau', 'batal', 'jokowi', 'singkir', 'uniform', 'resource', 'locator']"
"ayo kita usir dan bantai saja seluruh umat Hindu Budha yang ada di Indonesia, agar mereka tahu bagaimana rasanya.... URL",1,0,0,1,1,0,0,0,0,0,0,1,ayo usir bantai umat hindu buddha indonesia uniform resource locator,"['ayo', 'usir', 'bantai', 'umat', 'hindu', 'buddha', 'indonesia', 'uniform', 'resource', 'locator']"
"China sudah terkenal dengan tipu muslihatnya, alangkah baiknya jika mereka diusir dan disuruh kembali ke habitat aslinya",1,0,0,1,0,1,0,0,0,0,0,1,cina kenal tipu muslihat alangkah usir suruh habitat asli,"['cina', 'kenal', 'tipu', 'muslihat', 'alangkah', 'usir', 'suruh', 'habitat', 'asli']"
Hapus presiden USER yang lemah,1,0,1,0,0,0,0,0,1,0,0,1,hapus presiden lemah,"['hapus', 'presiden', 'lemah']"
USER USER Bubarkan saja DPR...,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
PENGGUNA Pers harus mempunyai program yang besar dan berkelanjutan untuk menghilangkan Islam dari Indonesia karena tidak ada manfaatnya,1,0,0,1,1,0,0,0,0,0,0,1,pers program hilang islam indonesia manfaat,"['pers', 'program', 'hilang', 'islam', 'indonesia', 'manfaat']"
PENGGUNA RT Terus Usut Korupsi Sandiaga dan Anies di Pameran Buku Jerman! Batalkan Pengangkatan Anies-Sandi!!!,1,0,0,1,0,0,0,0,1,0,0,1,usut korupsi sandiaga anies pamer buku jerman batal angkat anies sandi,"['usut', 'korupsi', 'sandiaga', 'anies', 'pamer', 'buku', 'jerman', 'batal', 'angkat', 'anies', 'sandi']"
"Polisi saja tidak cukup, pengadilan saja tidak cukup untuk menegakkan hukum kalau rakyat tidak mendukung, Jokowi yang bikin rakyat resah, lengserkan saja dia.",1,0,1,0,0,0,0,0,1,0,0,1,polisi adil tegak hukum rakyat dukung jokowi bikin rakyat resah lengser,"['polisi', 'adil', 'tegak', 'hukum', 'rakyat', 'dukung', 'jokowi', 'bikin', 'rakyat', 'resah', 'lengser']"
"jatuhkan jokowi! Ayo mahasiswa, jangan hanya nongkrong di TV, jadilah penonton acara Alay saja. Nenek moyangmu memanggilmu!! PENGGUNA PENGGUNA",1,0,1,0,0,0,0,0,1,0,0,1,jatuh jokowi ayo mahasiswa nongkrong televisi tonton acara alay nenek moyang panggil,"['jatuh', 'jokowi', 'ayo', 'mahasiswa', 'nongkrong', 'televisi', 'tonton', 'acara', 'alay', 'nenek', 'moyang', 'panggil']"
Jatuhkan Jokowi! Jokowi adalah kader PKI yang menyamar sebagai Sekjen PKT boneka! Mengapa ada wacana aneh dan membahayakan kedaulatan negara seperti ini pada rezim saat ini?,1,0,1,0,0,0,0,0,1,0,0,1,jatuh jokowi jokowi kader partai komunis indonesia samar sekretariat jenderal pkt boneka wacana aneh bahaya daulat negara sepe i rezim,"['jatuh', 'jokowi', 'jokowi', 'kader', 'partai', 'komunis', 'indonesia', 'samar', 'sekretariat', 'jenderal', 'pkt', 'boneka', 'wacana', 'aneh', 'bahaya', 'daulat', 'negara', 'sepe', 'i', 'rezim']"
"Semakin banyak korupsi yang ia tangkap, semakin menunjukkan kegagalan KPK! Bubarkan dan serahkan aparat kepolisian dan kejaksaan",1,0,0,1,0,0,0,0,1,0,0,1,korupsi tangkap gagal komisi berantas korupsi bubar serah aparat polisi jaksa,"['korupsi', 'tangkap', 'gagal', 'komisi', 'berantas', 'korupsi', 'bubar', 'serah', 'aparat', 'polisi', 'jaksa']"
USER Bubarkan DPR...sarang kemiskinan rakyat,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat sarang miskin rakyat,"['bubar', 'dewan', 'wakil', 'rakyat', 'sarang', 'miskin', 'rakyat']"
Jatuhkan PKI...ingat pengkhianatan PKI tahun 1948...URL,1,0,0,1,0,1,0,0,0,0,0,1,jatuh partai komunis indonesia khianat partai komunis indonesia 1948 uniform resource locator,"['jatuh', 'partai', 'komunis', 'indonesia', 'khianat', 'partai', 'komunis', 'indonesia', '1948', 'uniform', 'resource', 'locator']"
"Siap, mari rapatkan barisan karena sasaran selanjutnya adalah menggulingkan Pak Jokowi, masih dengan isu PKI, pembela kafir, dan pri dan non-pri.",1,0,1,0,1,1,0,0,0,0,0,1,mari rapat baris sasar guling jokowi isu partai komunis indonesia bela kafir pria non pria,"['mari', 'rapat', 'baris', 'sasar', 'guling', 'jokowi', 'isu', 'partai', 'komunis', 'indonesia', 'bela', 'kafir', 'pria', 'non', 'pria']"
Hancurkan PKI...!!! URL di depan URL URL Gedung LBH JAKARTA,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia uniform resource locator uniform resource locator uniform resource locator gedung jaka a,"['hancur', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator', 'gedung', 'jaka', 'a']"
RT USER: Wanita Indonesia yang memakai burka atau hijab harus diberantas dari Indonesia pak USER USER USER,1,0,0,1,1,0,0,0,0,0,0,1,wanita indonesia pakai burka hijab berantas indonesia,"['wanita', 'indonesia', 'pakai', 'burka', 'hijab', 'berantas', 'indonesia']"
